1	249250621	583103	0
2	243199373	625810	0
3	198022430	516099	0
4	191154276	486691	0
5	180915260	463681	0
6	171115067	444950	0
7	159138663	393684	0
8	146364022	377094	0
9	141213431	290192	0
10	135534747	345888	0
11	135006516	343569	0
12	133851895	342667	0
13	115169878	251436	0
14	107349540	231036	0
15	102531392	208880	0
16	90354753	205416	0
17	81195210	200808	0
18	78077248	200651	0
19	59128983	141128	0
20	63025520	164752	0
21	48129895	95784	0
22	51304566	89166	0
X	155270560	184481	0
Y	59373566	17884	0
MT	16569	1311	0
*	0	0	0
