1	249250621	341802	0
2	243199373	372395	0
3	198022430	308913	0
4	191154276	295385	0
5	180915260	279463	0
6	171115067	267229	0
7	159138663	233486	0
8	146364022	225250	0
9	141213431	169154	0
10	135534747	202974	0
11	135006516	200986	0
12	133851895	203235	0
13	115169878	152571	0
14	107349540	136463	0
15	102531392	120948	0
16	90354753	116313	0
17	81195210	111845	0
18	78077248	119023	0
19	59128983	78346	0
20	63025520	93664	0
21	48129895	56887	0
22	51304566	48148	0
X	155270560	220016	0
Y	59373566	1288	0
MT	16569	4942	0
*	0	0	0
