1	249250621	59598	0
2	243199373	62752	0
3	198022430	51212	0
4	191154276	48863	0
5	180915260	45992	0
6	171115067	44801	0
7	159138663	40741	0
8	146364022	37449	0
9	141213431	29939	0
10	135534747	34864	0
11	135006516	34707	0
12	133851895	34968	0
13	115169878	25633	0
14	107349540	23429	0
15	102531392	21139	0
16	90354753	21723	0
17	81195210	21915	0
18	78077248	19728	0
19	59128983	17430	0
20	63025520	16930	0
21	48129895	10701	0
22	51304566	9750	0
X	155270560	18873	0
Y	59373566	1979	0
MT	16569	701	0
*	0	0	0
