1	249250621	812172	0
2	243199373	849514	0
3	198022430	698228	0
4	191154276	653634	0
5	180915260	626384	0
6	171115067	605113	0
7	159138663	543617	0
8	146364022	512090	0
9	141213431	401057	0
10	135534747	475018	0
11	135006516	477553	0
12	133851895	472818	0
13	115169878	337219	0
14	107349540	319072	0
15	102531392	287863	0
16	90354753	293981	0
17	81195210	292276	0
18	78077248	269245	0
19	59128983	219284	0
20	63025520	231863	0
21	48129895	132397	0
22	51304566	131964	0
X	155270560	250708	0
Y	59373566	25256	0
MT	16569	4630	0
*	0	0	0
