1	249250621	541728	0
2	243199373	575921	0
3	198022430	474397	0
4	191154276	446324	0
5	180915260	423645	0
6	171115067	408967	0
7	159138663	366864	0
8	146364022	347671	0
9	141213431	269722	0
10	135534747	317588	0
11	135006516	319339	0
12	133851895	317552	0
13	115169878	231765	0
14	107349540	214710	0
15	102531392	192416	0
16	90354753	192565	0
17	81195210	189345	0
18	78077248	183290	0
19	59128983	139191	0
20	63025520	153413	0
21	48129895	89466	0
22	51304566	84447	0
X	155270560	342820	0
Y	59373566	1730	0
MT	16569	14450	0
*	0	0	0
