1	249250621	222113	0
2	243199373	232761	0
3	198022430	188815	0
4	191154276	176174	0
5	180915260	169117	0
6	171115067	162689	0
7	159138663	146530	0
8	146364022	139310	0
9	141213431	109836	0
10	135534747	131372	0
11	135006516	130212	0
12	133851895	127752	0
13	115169878	92447	0
14	107349540	86896	0
15	102531392	79470	0
16	90354753	82842	0
17	81195210	83214	0
18	78077248	73855	0
19	59128983	60985	0
20	63025520	65616	0
21	48129895	36738	0
22	51304566	38880	0
X	155270560	127315	0
Y	59373566	921	0
MT	16569	1134	0
*	0	0	0
