1	249250621	538298	0
2	243199373	571203	0
3	198022430	470837	0
4	191154276	445143	0
5	180915260	422933	0
6	171115067	406635	0
7	159138663	364517	0
8	146364022	345187	0
9	141213431	268117	0
10	135534747	316400	0
11	135006516	316310	0
12	133851895	317696	0
13	115169878	232172	0
14	107349540	212906	0
15	102531392	192125	0
16	90354753	191222	0
17	81195210	191561	0
18	78077248	182147	0
19	59128983	140094	0
20	63025520	151604	0
21	48129895	130742	0
22	51304566	85010	0
X	155270560	173146	0
Y	59373566	16087	0
MT	16569	0	0
*	0	0	0
