1	249250621	693851	0
2	243199373	738194	0
3	198022430	607369	0
4	191154276	577359	0
5	180915260	545154	0
6	171115067	527335	0
7	159138663	471440	0
8	146364022	445162	0
9	141213431	344630	0
10	135534747	408647	0
11	135006516	406337	0
12	133851895	407692	0
13	115169878	298555	0
14	107349540	274429	0
15	102531392	246949	0
16	90354753	245777	0
17	81195210	241995	0
18	78077248	235923	0
19	59128983	180065	0
20	63025520	193706	0
21	48129895	115215	0
22	51304566	108548	0
X	155270560	220128	0
Y	59373566	21962	0
MT	16569	6366	0
*	0	0	0
