1	249250621	1431492	0
2	243199373	1510958	0
3	198022430	1247068	0
4	191154276	1168373	0
5	180915260	1115237	0
6	171115067	1072157	0
7	159138663	957851	0
8	146364022	915192	0
9	141213431	710576	0
10	135534747	843258	0
11	135006516	843739	0
12	133851895	837650	0
13	115169878	602465	0
14	107349540	564924	0
15	102531392	508947	0
16	90354753	512683	0
17	81195210	505212	0
18	78077248	482632	0
19	59128983	367914	0
20	63025520	408154	0
21	48129895	233197	0
22	51304566	226337	0
X	155270560	446427	0
Y	59373566	43973	0
MT	16569	20062	0
*	0	0	0
