1	249250621	230336	0
2	243199373	240811	0
3	198022430	196228	0
4	191154276	183926	0
5	180915260	176228	0
6	171115067	171060	0
7	159138663	154471	0
8	146364022	145608	0
9	141213431	114211	0
10	135534747	135866	0
11	135006516	135294	0
12	133851895	134397	0
13	115169878	96447	0
14	107349540	91481	0
15	102531392	82672	0
16	90354753	85940	0
17	81195210	85651	0
18	78077248	77037	0
19	59128983	66301	0
20	63025520	67871	0
21	48129895	38880	0
22	51304566	39921	0
X	155270560	68914	0
Y	59373566	6647	0
MT	16569	2064	0
*	0	0	0
