1	249250621	525283	0
2	243199373	572299	0
3	198022430	474706	0
4	191154276	455791	0
5	180915260	426496	0
6	171115067	412327	0
7	159138663	360496	0
8	146364022	347021	0
9	141213431	262830	0
10	135534747	313783	0
11	135006516	308836	0
12	133851895	314037	0
13	115169878	236974	0
14	107349540	211185	0
15	102531392	187174	0
16	90354753	182066	0
17	81195210	174937	0
18	78077248	184307	0
19	59128983	120163	0
20	63025520	144725	0
21	48129895	87685	0
22	51304566	74716	0
X	155270560	167591	0
Y	59373566	15649	0
MT	16569	1905	0
*	0	0	0
