1	249250621	134065	0
2	243199373	142708	0
3	198022430	117362	0
4	191154276	111060	0
5	180915260	106617	0
6	171115067	101701	0
7	159138663	90827	0
8	146364022	86218	0
9	141213431	67164	0
10	135534747	78877	0
11	135006516	78767	0
12	133851895	78856	0
13	115169878	57719	0
14	107349540	53369	0
15	102531392	47885	0
16	90354753	47455	0
17	81195210	47837	0
18	78077248	45480	0
19	59128983	35148	0
20	63025520	38092	0
21	48129895	32830	0
22	51304566	21231	0
X	155270560	43486	0
Y	59373566	4164	0
MT	16569	0	0
*	0	0	0
