1	249250621	1596170	0
2	243199373	1687225	0
3	198022430	1375621	0
4	191154276	1281986	0
5	180915260	1229371	0
6	171115067	1187794	0
7	159138663	1071616	0
8	146364022	1017014	0
9	141213431	793570	0
10	135534747	946792	0
11	135006516	940217	0
12	133851895	929052	0
13	115169878	659309	0
14	107349540	627941	0
15	102531392	567897	0
16	90354753	582611	0
17	81195210	576945	0
18	78077248	540725	0
19	59128983	425242	0
20	63025520	466030	0
21	48129895	260327	0
22	51304566	265014	0
X	155270560	486107	0
Y	59373566	47383	0
MT	16569	32513	0
*	0	0	0
